iter	Passed	Remaining
347	20554	38510
348	20610	38445
349	20672	38391
350	20726	38323
351	20782	38259
352	20840	38198
353	20902	38144
354	20964	38090
355	21022	38028
356	21078	37964
357	21134	37900
358	21198	37849
359	21250	37778
360	21306	37714
361	21359	37645
362	21414	37577
363	21469	37513
364	21528	37452
365	21584	37389
366	21637	37320
367	21690	37251
368	21748	37190
369	21807	37131
370	21870	37080
371	21932	37025
372	21993	36970
373	22055	36916
374	22115	36858
375	22174	36800
376	22232	36739
377	22285	36670
378	22344	36612
379	22398	36545
380	22450	36475
381	22508	36413
382	22561	36345
383	22615	36279
384	22673	36218
385	22732	36159
386	22790	36099
387	22846	36036
388	22902	35972
389	22960	35912
390	23038	35883
391	23101	35830
392	23155	35763
393	23214	35705
394	23268	35639
395	23324	35576
396	23383	35517
397	23440	35455
398	23496	35391
399	23553	35330
400	23609	35267
401	23665	35203
402	23723	35143
403	23778	35079
404	23832	35013
405	23884	34944
406	23938	34879
407	23995	34817
408	24049	34751
409	24107	34691
410	24162	34626
411	24220	34567
412	24275	34503
413	24335	34445
414	24390	34381
415	24443	34315
416	24499	34252
417	24557	34192
418	24614	34131
419	24668	34065
420	24728	34008
421	24782	33944
422	24834	33875
423	24890	33813
424	24942	33746
425	25000	33685
426	25055	33623
427	25108	33556
428	25164	33493
429	25222	33435
430	25277	33370
431	25332	33307
432	25390	33248
433	25443	33181
434	25502	33123
435	25560	33064
436	25614	33000
437	25670	32937
438	25730	32880
439	25789	32822
440	25852	32770
441	25913	32714
442	25972	32655
443	26031	32598
444	26086	32534
445	26146	32478
446	26209	32424
447	26268	32366
448	26332	32314
449	26396	32262
450	26459	32209
451	26520	32153
452	26578	32093
453	26634	32031
454	26690	31969
455	26757	31921
456	26827	31875
457	26889	31821
458	26951	31766
459	27011	31708
460	27071	31651
461	27132	31596
462	27193	31539
463	27246	31474
464	27309	31420
465	27367	31360
466	27425	31301
467	27487	31246
468	27549	31191
469	27607	31132
470	27667	31074
471	27730	31020
472	27792	30965
473	27851	30907
474	27908	30846
475	27968	30788
476	28031	30734
477	28090	30676
478	28149	30617
479	28206	30556
480	28264	30497
481	28320	30436
482	28376	30374
483	28435	30315
484	28488	30250
485	28547	30191
486	28614	30141
487	28679	30090
488	28739	30032
489	28794	29969
490	28850	29908
491	28916	29856
492	28977	29800
493	29036	29742
494	29097	29685
495	29158	29628
496	29226	29579
497	29287	29522
498	29346	29464
499	29401	29401
500	29458	29341
501	29518	29283
502	29578	29225
503	29640	29170
504	29699	29111
505	29760	29054
506	29823	28999
507	29879	28938
508	29942	28883
509	30002	28825
510	30061	28767
511	30120	28708
512	30182	28652
513	30244	28596
514	30304	28538
515	30364	28481
516	30429	28427
517	30493	28374
518	30556	28318
519	30609	28255
520	30665	28193
521	30720	28131
522	30775	28068
523	30832	28008
524	30888	27947
525	30944	27885
526	31003	27826
527	31058	27764
528	31115	27703
529	31174	27645
530	31229	27582
531	31285	27521
532	31342	27461
533	31395	27397
534	31453	27338
535	31509	27277
536	31566	27216
537	31624	27156
538	31680	27095
539	31737	27035
540	31793	26974
541	31850	26914
542	31905	26852
543	31960	26790
544	32019	26731
545	32075	26670
546	32130	26608
547	32186	26548
548	32243	26488
549	32302	26429
550	32360	26370
551	32414	26307
552	32466	26242
553	32525	26184
554	32579	26121
555	32638	26063
556	32694	26003
557	32754	25945
558	32812	25886
559	32866	25823
560	32922	25762
561	32981	25704
562	33037	25643
563	33094	25584
564	33148	25521
565	33206	25462
566	33264	25403
567	33320	25342
568	33377	25282
569	33438	25225
570	33493	25163
571	33551	25104
572	33606	25043
573	33667	24986
574	33723	24925
575	33779	24865
576	33834	24804
577	33892	24744
578	33948	24684
579	34007	24626
580	34061	24564
581	34116	24503
582	34177	24446
583	34231	24384
584	34286	24322
585	34343	24263
586	34401	24204
587	34456	24142
588	34513	24083
589	34570	24023
590	34628	23964
591	34688	23906
592	34742	23845
593	34799	23785
594	34856	23725
595	34912	23665
596	34966	23604
597	35021	23542
598	35077	23482
599	35133	23422
600	35186	23360
601	35247	23303
602	35304	23243
603	35360	23183
604	35421	23126
605	35477	23066
606	35541	23010
607	35594	22949
608	35651	22889
609	35709	22830
610	35762	22768
611	35817	22707
612	35871	22646
613	35928	22586
614	35988	22529
615	36046	22470
616	36100	22409
617	36157	22349
618	36213	22289
619	36265	22227
620	36320	22166
621	36376	22106
622	36430	22045
623	36486	21985
624	36549	21929
625	36606	21870
626	36660	21809
627	36716	21749
628	36771	21688
629	36828	21629
630	36882	21568
631	36940	21509
632	36995	21449
633	37050	21389
634	37111	21331
635	37166	21271
636	37228	21214
637	37285	21155
638	37339	21094
639	37399	21037
640	37458	20978
641	37515	20920
642	37586	20868
643	37652	20814
644	37708	20754
645	37762	20693
646	37824	20636
647	37881	20577
648	37941	20519
649	37994	20458
650	38052	20399
651	38117	20344
652	38172	20284
653	38227	20224
654	38284	20164
655	38344	20107
656	38402	20048
657	38458	19989
658	38518	19931
659	38577	19873
660	38637	19815
661	38690	19754
662	38746	19694
663	38803	19635
664	38860	19576
665	38921	19519
666	38974	19458
667	39034	19400
668	39090	19340
669	39149	19282
670	39204	19222
671	39258	19161
672	39317	19103
673	39375	19045
674	39431	18985
675	39483	18924
676	39545	18867
677	39604	18809
678	39660	18749
679	39718	18690
680	39776	18632
681	39831	18572
682	39886	18512
683	39943	18453
684	40000	18394
685	40059	18336
686	40112	18275
687	40169	18216
688	40223	18156
689	40279	18096
690	40335	18037
691	40391	17977
692	40447	17918
693	40502	17858
694	40559	17799
695	40614	17739
696	40672	17681
697	40731	17623
698	40786	17563
699	40843	17504
700	40896	17443
701	40955	17385
702	41011	17326
703	41067	17267
704	41126	17209
705	41181	17149
706	41236	17089
707	41292	17030
708	41348	16970
709	41407	16912
710	41464	16854
711	41523	16796
712	41584	16738
713	41648	16682
714	41704	16623
715	41761	16564
716	41814	16504
717	41871	16445
718	41926	16385
719	41986	16328
720	42041	16268
721	42098	16209
722	42155	16150
723	42209	16091
724	42269	16033
725	42325	15973
726	42378	15913
727	42442	15857
728	42504	15800
729	42582	15749
730	42637	15690
731	42697	15632
732	42757	15574
733	42814	15516
734	42883	15461
735	42952	15406
736	43009	15347
737	43069	15290
738	43138	15235
739	43204	15179
740	43262	15121
741	43324	15064
742	43380	15005
743	43436	14945
744	43491	14886
745	43550	14828
746	43608	14769
747	43664	14710
748	43723	14652
749	43785	14595
750	43847	14537
751	43911	14481
752	43969	14422
753	44034	14366
754	44091	14307
755	44150	14249
756	44223	14195
757	44284	14138
758	44344	14080
759	44400	14021
760	44459	13962
761	44515	13903
762	44576	13846
763	44634	13787
764	44690	13728
765	44750	13670
766	44806	13611
767	44860	13551
768	44920	13493
769	44977	13434
770	45033	13375
771	45087	13315
772	45145	13257
773	45201	13198
774	45258	13139
775	45315	13080
776	45380	13024
777	45451	12969
778	45511	12911
779	45574	12854
780	45635	12796
781	45689	12737
782	45749	12678
783	45804	12619
784	45866	12562
785	45920	12502
786	45978	12444
787	46047	12388
788	46105	12329
789	46165	12271
790	46220	12212
791	46275	12153
792	46332	12094
793	46393	12036
794	46448	11977
795	46502	11917
796	46563	11860
797	46620	11801
798	46680	11743
799	46735	11683
800	46793	11625
801	46855	11567
802	46918	11510
803	46979	11452
804	47038	11394
805	47095	11335
806	47152	11276
807	47208	11217
808	47265	11158
809	47320	11099
810	47378	11041
811	47434	10982
812	47493	10924
813	47550	10865
814	47609	10806
815	47670	10749
816	47728	10690
817	47792	10633
818	47847	10574
819	47907	10516
820	47975	10459
821	48028	10400
822	48084	10341
823	48145	10283
824	48204	10225
825	48264	10167
826	48323	10108
827	48381	10050
828	48442	9992
829	48497	9933
830	48551	9873
831	48610	9815
832	48670	9757
833	48723	9698
834	48780	9639
835	48837	9580
836	48898	9522
837	48967	9466
838	49026	9408
839	49083	9349
840	49144	9291
841	49200	9232
842	49256	9173
843	49310	9114
844	49370	9056
845	49423	8996
846	49483	8938
847	49536	8879
848	49594	8820
849	49651	8762
850	49710	8703
851	49769	8645
852	49824	8586
853	49882	8527
854	49937	8468
855	49998	8410
856	50055	8352
857	50111	8293
858	50166	8234
859	50221	8175
860	50277	8116
861	50334	8058
862	50391	7999
863	50450	7941
864	50506	7882
865	50567	7824
866	50622	7765
867	50677	7706
868	50734	7648
869	50792	7589
870	50848	7530
871	50904	7472
872	50962	7413
873	51019	7355
874	51076	7296
875	51132	7237
876	51193	7179
877	51251	7121
878	51307	7062
879	51365	7004
880	51427	6946
881	51485	6888
882	51541	6829
883	51598	6770
884	51655	6712
885	51709	6653
886	51767	6594
887	51821	6536
888	51877	6477
889	51930	6418
890	51987	6359
891	52050	6302
892	52119	6245
893	52180	6186
894	52248	6129
895	52313	6072
896	52371	6013
897	52436	5956
898	52496	5897
899	52568	5840
900	52624	5782
901	52680	5723
902	52736	5664
903	52799	5606
904	52851	5547
905	52906	5489
906	52966	5430
907	53025	5372
908	53081	5314
909	53136	5255
910	53192	5196
911	53250	5138
912	53308	5079
913	53367	5021
914	53427	4963
915	53481	4904
916	53540	4846
917	53596	4787
918	53652	4728
919	53706	4670
920	53765	4611
921	53819	4553
922	53881	4494
923	53938	4436
924	53997	4378
925	54054	4319
926	54115	4261
927	54177	4203
928	54234	4144
929	54292	4086
930	54349	4028
931	54404	3969
932	54466	3911
933	54524	3852
934	54584	3794
935	54637	3735
936	54694	3677
937	54753	3619
938	54809	3560
939	54866	3502
940	54925	3443
941	54981	3385
942	55038	3326
943	55093	3268
944	55151	3209
945	55212	3151
946	55265	3093
947	55321	3034
948	55382	2976
949	55435	2917
950	55495	2859
951	55554	2801
952	55612	2742
953	55670	2684
954	55728	2625
955	55787	2567
956	55843	2509
957	55900	2450
958	55963	2392
959	56017	2334
960	56085	2276
961	56139	2217
962	56203	2159
963	56263	2101
964	56321	2042
965	56377	1984
966	56434	1925
967	56489	1867
968	56566	1809
969	56642	1751
970	56713	1693
971	56775	1635
972	56843	1577
973	56904	1519
974	56962	1460
975	57020	1402
976	57075	1343
977	57134	1285
978	57192	1226
979	57251	1168
980	57309	1109
981	57363	1051
982	57417	992
983	57473	934
984	57529	876
985	57586	817
986	57641	759
987	57698	700
988	57754	642
989	57810	583
990	57865	525
991	57922	467
992	57977	408
993	58031	350
994	58089	291
995	58146	233
996	58206	175
997	58268	116
998	58327	58
999	58387	0
