iter	MultiClass
132	0.2387554629
133	0.238079566
134	0.237447182
135	0.236874411
136	0.23584142
137	0.2353374209
138	0.2341524105
139	0.2333753253
140	0.2325682117
141	0.2325034095
142	0.2317714003
143	0.230920315
144	0.2304633012
145	0.2296687814
146	0.2285668787
147	0.2280457666
148	0.2273042863
149	0.2259591117
150	0.2252580549
151	0.2250431612
152	0.2243415524
153	0.2240301814
154	0.223736905
155	0.2232149639
156	0.2229807584
157	0.2225471173
158	0.221773405
159	0.221075232
160	0.2189954065
161	0.2178299624
162	0.2174168576
163	0.2167413086
164	0.2159012041
165	0.2150547442
166	0.2142695029
167	0.213724273
168	0.2134647128
169	0.2128211513
170	0.2123174274
171	0.2118119786
172	0.2116688661
173	0.2112941631
174	0.2103643497
175	0.2102183064
176	0.2095662493
177	0.2092010606
178	0.2090485506
179	0.2083169305
180	0.207943827
181	0.2078378078
182	0.2076435092
183	0.2068803649
184	0.206032671
185	0.2051206692
186	0.2047139778
187	0.2042277709
188	0.2039757595
189	0.2037790163
190	0.2034534987
191	0.2030124885
192	0.2025298488
193	0.2020978259
194	0.2018377719
195	0.2016552524
196	0.2010719824
197	0.2006715622
198	0.2000940706
199	0.19977376
200	0.1992793135
201	0.198886017
202	0.1987815093
203	0.1979874743
204	0.1977237972
205	0.1973673561
206	0.196621882
207	0.1959749247
208	0.1957502468
209	0.1951864554
210	0.1951290663
211	0.1946303028
212	0.1945400617
213	0.1935828944
214	0.1926954629
215	0.1916021966
216	0.1914019078
217	0.1912461545
218	0.1911087718
219	0.1907644831
220	0.1906786177
221	0.1902865091
222	0.1901546611
223	0.1897700224
224	0.1892603852
225	0.1891118446
226	0.1890637322
227	0.1888552424
228	0.1884424667
229	0.1879468729
230	0.1878504145
231	0.1876795623
232	0.1874938774
233	0.1869321137
234	0.1864697442
235	0.1859407738
236	0.1858440928
237	0.1853104384
238	0.1852071755
239	0.1849531639
240	0.1845023658
241	0.1843900399
242	0.1842879315
243	0.1842197258
244	0.1841632663
245	0.1839074996
246	0.1829228798
247	0.182462386
248	0.1823693276
249	0.1822269508
250	0.1819715151
251	0.1818888141
252	0.1816525692
253	0.1813607379
254	0.1811560899
255	0.1806537017
256	0.1802732549
257	0.1798029619
258	0.1795790391
259	0.1788180192
260	0.1785809308
261	0.1783369707
262	0.1779207845
263	0.1775744676
264	0.1774515627
265	0.1773436348
266	0.1772755688
267	0.1769148198
268	0.1766035386
269	0.1765740059
270	0.1762846523
271	0.17590139
272	0.1756832619
273	0.1752351919
274	0.1751838271
275	0.1750356419
276	0.1749289488
277	0.1745230185
278	0.1739169697
279	0.1736411403
280	0.1731776643
281	0.1730075791
282	0.1729215416
283	0.1728090103
284	0.1727550277
285	0.1723544778
286	0.1719172731
287	0.1715776405
288	0.1712793883
289	0.1712183733
290	0.1711792037
291	0.170959108
292	0.1708752323
293	0.1707351723
294	0.1704036929
295	0.1702710947
296	0.1701219292
297	0.1700979351
298	0.1700835555
299	0.1694763279
300	0.1693388896
301	0.1692860133
302	0.1689614417
303	0.1687965929
304	0.1686504596
305	0.1684122445
306	0.1680705569
307	0.1680016586
308	0.167390054
309	0.1672747215
310	0.1672327286
311	0.1670449638
312	0.1665460347
313	0.1663211558
314	0.1659264142
315	0.1654617062
316	0.165211996
317	0.1649855757
318	0.1647028233
319	0.1642861623
320	0.1641517683
321	0.1640586124
322	0.1634998271
323	0.1632086546
324	0.1630982672
325	0.1629073438
326	0.1627740741
327	0.1627376554
328	0.1625850739
329	0.1625307076
330	0.1624465418
331	0.1619513887
332	0.1618716219
333	0.1618306315
334	0.1617704589
335	0.1616740042
336	0.1616160083
337	0.1613350259
338	0.1606753549
339	0.1604825023
340	0.1602441278
341	0.1598594042
342	0.1597671381
343	0.1596999211
344	0.1596058493
345	0.1594922971
346	0.159382674
347	0.1593369896
348	0.1589865417
349	0.1587227873
350	0.1586721697
351	0.1582185614
352	0.1581105781
353	0.157877848
354	0.1578334699
355	0.1574198404
356	0.1573317591
357	0.1572338338
358	0.1571886308
359	0.1571393124
360	0.1568606043
361	0.156586615
362	0.156533323
363	0.1564094164
364	0.1563662159
365	0.1561887983
366	0.156122871
367	0.1558803686
368	0.1558423431
369	0.1557186119
370	0.1556556561
371	0.1551831815
372	0.1551307827
373	0.1549371874
374	0.1543392921
375	0.1541654627
376	0.1540778974
377	0.1539551683
378	0.1538136586
379	0.1537089375
380	0.1535997245
381	0.1535428692
382	0.1532800496
383	0.1532002924
384	0.1530080039
385	0.1529815396
386	0.152917905
387	0.1527098443
388	0.1526421376
389	0.1524368801
390	0.1523812349
391	0.1521289081
392	0.1518553535
393	0.15178457
394	0.1515939398
395	0.1514626772
396	0.1513714533
397	0.1508710014
398	0.1508375474
399	0.1507280642
400	0.1506415195
401	0.1505902324
402	0.1505558149
403	0.1505276259
404	0.1505007755
405	0.1504469824
406	0.1501100383
407	0.1500482239
408	0.1499096408
409	0.1498552572
410	0.1496350091
411	0.1491681361
412	0.149129795
413	0.1490474021
414	0.1488529842
415	0.1487966062
416	0.1486797726
417	0.1486035221
418	0.1482304213
419	0.1480917816
420	0.1477300844
421	0.1476147715
422	0.1475972396
423	0.147552915
424	0.1471164514
425	0.1469268107
426	0.1467151598
427	0.1466073748
428	0.1465545154
429	0.1465229528
430	0.1462474477
431	0.1459557484
432	0.1456516539
433	0.1454749424
434	0.1454313368
435	0.1453423284
436	0.1452542752
437	0.1452039033
438	0.1449811606
439	0.144912075
440	0.1446922689
441	0.144623094
442	0.1444796125
443	0.1440323883
444	0.1438611292
445	0.1438082878
446	0.1437546827
447	0.1435913905
448	0.1435525849
449	0.1435210303
450	0.1434920633
451	0.1434384114
452	0.1430594816
453	0.1430177141
454	0.1429905735
455	0.1429116804
456	0.1428561815
457	0.1426679929
458	0.142414785
459	0.1422899234
460	0.1422580169
461	0.1421884408
462	0.14199037
463	0.141936941
464	0.1418622972
465	0.1418148955
466	0.141746588
467	0.141700992
468	0.141592781
469	0.1415506176
470	0.1414268947
471	0.1413401849
472	0.141315546
473	0.1412428018
474	0.1412016112
475	0.141133828
476	0.1410756927
477	0.1410420479
478	0.1407879496
479	0.1407250921
480	0.1405619372
481	0.1404948463
482	0.140449671
483	0.140383794
484	0.1403573957
485	0.1403127967
486	0.1402433023
487	0.1401154516
488	0.1400374395
489	0.1399314388
490	0.1398897638
491	0.1398527466
492	0.139596463
493	0.139560206
494	0.1394105779
495	0.139073365
496	0.1388883923
497	0.1386588877
498	0.1386185029
499	0.1385697982
500	0.138472896
501	0.1382599406
502	0.1382119631
503	0.1381564749
504	0.1380139779
505	0.1379830788
506	0.1379087386
507	0.1377730677
508	0.1376813787
509	0.1375115552
510	0.1374861776
511	0.1372496477
512	0.1370806667
513	0.1370053209
514	0.1369724948
515	0.1368943572
516	0.1367980755
517	0.136699563
518	0.1366759601
519	0.1365728718
520	0.1364394352
521	0.1363194659
522	0.1362749422
523	0.1362052153
524	0.1361891104
525	0.1361524398
526	0.1361043476
527	0.1359370953
528	0.1358875201
529	0.1357523061
530	0.1356426899
531	0.135598553
532	0.1355324748
533	0.135365928
534	0.1353398622
535	0.1353020777
536	0.1352367069
537	0.1351275631
538	0.135019417
539	0.1349365193
540	0.134642067
541	0.1346076127
542	0.134564506
543	0.1344956324
544	0.134407416
545	0.1343304591
546	0.1343037297
547	0.1337860803
548	0.1337389976
549	0.1336004679
550	0.1335467188
551	0.1335211009
552	0.1334312791
553	0.1332244058
554	0.1332038222
555	0.1331185927
556	0.1330976488
557	0.1329423665
558	0.1329036627
559	0.1323293282
560	0.1322891227
561	0.132263973
562	0.1322443841
563	0.132181799
564	0.1321663133
565	0.1321281278
566	0.1321069865
567	0.1320104243
568	0.1319736911
569	0.1317493914
570	0.1316830478
571	0.1316328615
572	0.1315796252
573	0.1314821172
574	0.1314506123
575	0.1313993469
576	0.1313686779
577	0.1313480765
578	0.1312432611
579	0.1311965266
580	0.1311695531
581	0.1310165184
582	0.1309568111
583	0.1308432224
584	0.1307314464
585	0.1306840921
586	0.1305863455
587	0.1302507997
588	0.1300261258
589	0.1299331971
590	0.1298954544
591	0.1298662332
592	0.1298372286
593	0.1297355637
594	0.1297174258
595	0.1297043364
596	0.1295230472
597	0.1294079089
598	0.1293805891
599	0.1293594559
600	0.1292737302
601	0.1292063435
602	0.1290805627
603	0.1290475597
604	0.1290185111
605	0.1288795958
606	0.1288027449
607	0.1287711653
608	0.1287296928
609	0.1286485655
610	0.1285281808
611	0.1283612683
612	0.1282132423
613	0.1281199293
614	0.1280767206
615	0.1279821488
616	0.1279536731
617	0.12789794
618	0.1275315755
619	0.1274510836
620	0.1273628815
621	0.1272907869
622	0.1272703323
623	0.1272345528
624	0.1272093623
625	0.1271857548
626	0.1269813319
627	0.1269229581
628	0.1268913768
629	0.1268499794
630	0.1267534795
631	0.1266843033
632	0.1266476292
633	0.1265779517
634	0.126188586
635	0.1261672647
636	0.1261111041
637	0.1260699977
638	0.1260077056
639	0.1256676627
640	0.1256146072
641	0.1255756924
642	0.1254539025
643	0.1252394976
644	0.1251691053
645	0.1250022996
646	0.1249847175
647	0.1247872189
648	0.1247023237
649	0.1244338248
650	0.1243510155
651	0.1243335418
652	0.1243135497
653	0.1240891497
654	0.123996303
655	0.1238931411
656	0.1238005885
657	0.1237789876
658	0.1237539841
659	0.123704649
660	0.1236204806
661	0.1235873123
662	0.1235617245
663	0.1235374114
664	0.1234633917
665	0.1233501314
666	0.12332273
667	0.1232192496
668	0.1228074661
669	0.1225292835
670	0.1224988261
671	0.1224423678
672	0.1224211846
673	0.1222568937
674	0.1222435892
675	0.1221773439
676	0.1221202146
677	0.1220754182
678	0.122033012
679	0.1219591642
680	0.1218455994
681	0.1216870513
682	0.1216324364
683	0.1215861794
684	0.1215582341
685	0.1215242705
686	0.1214983125
687	0.1214562873
688	0.1213935386
689	0.1213636967
690	0.1213380946
691	0.1211500828
692	0.1210647399
693	0.1210505955
694	0.1209643886
695	0.1209378282
696	0.1209196946
697	0.1208837709
698	0.1207849171
699	0.1205981067
700	0.1205529116
701	0.1205376252
702	0.1202242545
703	0.1201955216
704	0.1201425749
705	0.1200981574
706	0.1200840652
707	0.1199517115
708	0.1199007745
709	0.1198686811
710	0.1196721266
711	0.1196444849
712	0.1196309917
713	0.1195932599
714	0.1195418287
715	0.1193162873
716	0.1192957396
717	0.1192720128
718	0.1190358538
719	0.1190186113
720	0.1189903558
721	0.1187732794
722	0.1185037769
723	0.1184513872
724	0.1183255336
725	0.1182961654
726	0.118275077
727	0.1182283887
728	0.1182029373
729	0.1181571472
730	0.1181302071
731	0.117942432
732	0.1179131088
733	0.1178924703
734	0.1178551826
735	0.1177492559
736	0.1176896742
737	0.1175746382
738	0.1175319226
739	0.117463548
740	0.1173617709
741	0.1173516025
742	0.1172946399
743	0.1172597004
744	0.1171201284
745	0.1169927631
746	0.1169512617
747	0.1168804516
748	0.1168345704
749	0.116785478
750	0.1167382515
751	0.1167045693
752	0.1166281069
753	0.1165560849
754	0.1164549852
755	0.1162948067
756	0.1161226154
757	0.1161015046
758	0.1159796648
759	0.1159310534
760	0.1158406788
761	0.1157465875
762	0.1155861718
763	0.1154589496
764	0.115417172
765	0.1153938329
766	0.1153757402
767	0.1153416463
768	0.1152920981
769	0.1152614522
770	0.1152235741
771	0.1151974118
772	0.1151777946
773	0.1151455144
774	0.1151028639
775	0.1150588188
776	0.1150217614
777	0.1149382588
778	0.1149082981
779	0.1148620284
780	0.1148431993
781	0.1147345041
782	0.1146970401
783	0.1145951969
784	0.1145498895
785	0.114502041
786	0.1144655818
787	0.114356538
788	0.1142528508
789	0.1142238269
790	0.1141033327
791	0.1140775324
792	0.1138276014
793	0.1136845341
794	0.1135628247
795	0.1135231169
796	0.1134810137
797	0.11346082
798	0.113421334
799	0.1133916801
800	0.1133762458
801	0.1133316036
802	0.1132748789
803	0.1132474156
804	0.1132125253
805	0.1131730461
806	0.1131284988
807	0.1130744202
808	0.1130503218
809	0.113023297
810	0.1129819518
811	0.1127426197
812	0.1127029197
813	0.1126745618
814	0.1126289191
815	0.1124968268
816	0.1124507194
817	0.1123998712
818	0.1123671666
819	0.1123320795
820	0.1122377697
821	0.112228911
822	0.1121029957
823	0.11200647
824	0.1118487685
825	0.1118269696
826	0.1117739778
827	0.1117403529
828	0.1117263499
829	0.1116052476
830	0.1115854022
831	0.1115690398
832	0.1114431804
833	0.1113922327
834	0.1113120062
835	0.1112803671
836	0.1112455133
837	0.1112212273
838	0.1111294411
839	0.1110946673
840	0.1110699963
841	0.111023839
842	0.1109906401
843	0.1106409998
844	0.1106208708
845	0.110604509
846	0.110553246
847	0.1103945739
848	0.1103810115
849	0.110311209
850	0.1102020107
851	0.1101880484
852	0.1100837206
853	0.1100475559
854	0.1097630209
855	0.1097096967
856	0.1096729301
857	0.1094789932
858	0.1093687799
859	0.109346349
860	0.1093030374
861	0.1092837807
862	0.1092181853
863	0.1091780312
864	0.1091509081
865	0.1090916399
866	0.1090290329
867	0.1089885734
868	0.1089292339
869	0.1088309854
870	0.1088038034
871	0.1087812999
872	0.108742817
873	0.1087296186
874	0.1085873204
875	0.1084283357
876	0.1083595644
877	0.108335339
878	0.1083181013
879	0.1082087089
880	0.1082049152
881	0.1081901846
882	0.1081654155
883	0.1081500089
884	0.1080654965
885	0.1080314664
886	0.1079836067
887	0.1079702631
888	0.1079554926
889	0.1079160842
890	0.1078542115
891	0.1077165946
892	0.1076827647
893	0.107615573
894	0.1075848652
895	0.1075681947
896	0.1074602049
897	0.1074259454
898	0.107314357
899	0.1072476892
900	0.1071713826
901	0.1071347465
902	0.1068711252
903	0.1067715851
904	0.1066132414
905	0.1065927548
906	0.1065579105
907	0.1065489648
908	0.1065033855
909	0.1064594951
910	0.1064468202
911	0.1064219809
912	0.1063235995
913	0.106277043
914	0.1062634566
915	0.1062480613
916	0.106208196
917	0.1061884248
918	0.1061643325
919	0.1060315203
920	0.10593022
921	0.1059146957
922	0.1058983455
923	0.1058381947
924	0.1057216528
925	0.1056686499
926	0.1055839582
927	0.1055565316
928	0.1054460601
929	0.1054016768
930	0.1053083996
931	0.1052638643
932	0.1052536259
933	0.1052346526
934	0.1052256667
935	0.1050748832
936	0.1050399863
937	0.1049697581
938	0.1049305814
939	0.1049007123
940	0.1048928947
941	0.1048691489
942	0.1048498053
943	0.1047706308
944	0.1047611458
945	0.104743717
946	0.1047166029
947	0.1046867491
948	0.1046023984
949	0.1045774206
950	0.1045016329
951	0.1044788226
952	0.1044394238
953	0.1043563168
954	0.1042564214
955	0.1041710013
956	0.1040967004
957	0.1040756341
958	0.1040510276
959	0.1040168785
960	0.103951472
961	0.1038466005
962	0.1038243892
963	0.1038145294
964	0.1037946544
965	0.1037785307
966	0.103729331
967	0.1037084338
968	0.1036489251
969	0.1036102547
970	0.1035789641
971	0.1035571119
972	0.1034865185
973	0.1034783394
974	0.1034616966
975	0.1033395019
976	0.1033038396
977	0.1032949604
978	0.1031933759
979	0.1031518016
980	0.1031203687
981	0.1031005434
982	0.1030382945
983	0.1030150693
984	0.1029080976
985	0.1028915112
986	0.1028775888
987	0.1028467913
988	0.1026855385
989	0.1026661141
990	0.1026393178
991	0.1026167356
992	0.1024944023
993	0.102407681
994	0.1023836749
995	0.1022371057
996	0.1022245899
997	0.1021877089
998	0.1021598778
999	0.1020965943
